project_name,method_id,event,result_code,add_info
commons-cli-master;61;Compilation Successful Round 0;0;
commons-cli-master;61;Execution Successful after 0 repairs;0;
commons-cli-master;25;Compilation Successful Round 0;0;
commons-cli-master;53;Class Name Extraction Error;1;
commons-cli-master;17;Compilation Successful Round 0;0;
commons-cli-master;9;Compilation Successful Round 0;0;
commons-cli-master;25;Compilation Error during Execution Repair Round 1;1;
commons-cli-master;25;Execution Error after after 0 repairs;1; Failures (3):   JUnit Vintage:OptionGroupTest_Method_25_Run_20231021_162033:testOptionGroupWithMultipleOptions     MethodSource [className = 'org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033', methodName = 'testOptionGroupWithMultipleOptions', methodParameterTypes = '']     => org.junit.ComparisonFailure: expected:<[[-name1 description1, -name2 description2]]> but was:<[optionGroup]>        org.junit.Assert.assertEquals(Assert.java:117)        org.junit.Assert.assertEquals(Assert.java:146)        org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033.testOptionGroupWithMultipleOptions(OptionGroupTest_Method_25_Run_20231021_162033.java:43)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)        java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)        java.base/java.lang.reflect.Method.invoke(Method.java:568)        org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59)        org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)        org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56)        [...]   JUnit Vintage:OptionGroupTest_Method_25_Run_20231021_162033:testEmptyOptionGroup     MethodSource [className = 'org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033', methodName = 'testEmptyOptionGroup', methodParameterTypes = '']     => org.junit.ComparisonFailure: expected:<[]> but was:<[optionGroup]>        org.junit.Assert.assertEquals(Assert.java:117)        org.junit.Assert.assertEquals(Assert.java:146)        org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033.testEmptyOptionGroup(OptionGroupTest_Method_25_Run_20231021_162033.java:23)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)        java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)        java.base/java.lang.reflect.Method.invoke(Method.java:568)        org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59)        org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)        org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56)        [...]   JUnit Vintage:OptionGroupTest_Method_25_Run_20231021_162033:testOptionGroupWithOneOption     MethodSource [className = 'org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033', methodName = 'testOptionGroupWithOneOption', methodParameterTypes = '']     => org.junit.ComparisonFailure: expected:<[-name description]> but was:<[optionGroup]>        org.junit.Assert.assertEquals(Assert.java:117)        org.junit.Assert.assertEquals(Assert.java:146)        org.apache.commons.cli.OptionGroupTest_Method_25_Run_20231021_162033.testOptionGroupWithOneOption(OptionGroupTest_Method_25_Run_20231021_162033.java:32)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)        java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77)        java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)        java.base/java.lang.reflect.Method.invoke(Method.java:568)        org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:59)        org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)        org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:56)        [...]  Test run finished after 503 ms [         4 containers found      ] [         0 containers skipped    ] [         4 containers started    ] [         0 containers aborted    ] [         4 containers successful ] [         0 containers failed     ] [         3 tests found           ] [         0 tests skipped         ] [         3 tests started         ] [         0 tests aborted         ] [         0 tests successful      ] [         3 tests failed          ]  
commons-cli-master;62;Compilation Successful Round 0;0;
commons-cli-master;17;Compilation Error during Execution Repair Round 1;1;
